tweet_id,tweet_text,retweet_count,favorite_count,text_range,created_at
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,3374,21183,"[0, 127]",Thu Jul 20 16:49:33 +0000 2017
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,5210,29405,"[0, 127]",Wed Jul 19 16:06:48 +0000 2017
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,11328,45061,"[0, 108]",Wed Jul 19 03:39:09 +0000 2017
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,17577,67134,"[0, 99]",Wed Jul 19 00:47:34 +0000 2017
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10096,32790,"[0, 88]",Tue Jul 18 16:08:03 +0000 2017
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,5769,29777,"[0, 129]",Tue Jul 18 00:07:08 +0000 2017
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,7520,34191,"[0, 101]",Mon Jul 17 16:17:36 +0000 2017
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",3165,11726,"[0, 121]",Sun Jul 16 23:58:41 +0000 2017
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,4321,21852,"[0, 71]",Sun Jul 16 20:14:00 +0000 2017
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,3098,20632,"[0, 131]",Sat Jul 15 23:25:31 +0000 2017
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,4,116,"[27, 105]",Sat Jul 15 16:51:35 +0000 2017
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,6099,27262,"[0, 94]",Sat Jul 15 16:17:19 +0000 2017
886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,105,0,"[0, 50]",Sat Jul 15 02:45:48 +0000 2017
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,6559,31760,"[0, 140]",Fri Jul 14 22:10:11 +0000 2017
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,6220,35034,"[0, 109]",Thu Jul 13 15:58:47 +0000 2017
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,3631,19909,"[0, 47]",Thu Jul 13 15:19:09 +0000 2017
885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,17961,0,"[0, 133]",Thu Jul 13 01:35:06 +0000 2017
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,4247,21341,"[0, 134]",Wed Jul 12 16:03:00 +0000 2017
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",17675,75307,"[0, 93]",Wed Jul 12 00:01:00 +0000 2017
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,5442,27165,"[0, 118]",Tue Jul 11 20:47:12 +0000 2017
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,4542,23640,"[0, 66]",Tue Jul 11 00:00:02 +0000 2017
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",5487,26301,"[0, 136]",Mon Jul 10 15:58:53 +0000 2017
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,19873,71014,"[0, 104]",Mon Jul 10 03:08:17 +0000 2017
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2887,19828,"[0, 140]",Sun Jul 09 21:29:42 +0000 2017
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3338,21322,"[0, 137]",Sun Jul 09 00:00:04 +0000 2017
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",9621,44713,"[0, 112]",Sat Jul 08 00:28:19 +0000 2017
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3594,22090,"[0, 139]",Fri Jul 07 16:22:55 +0000 2017
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",6456,36177,"[0, 111]",Fri Jul 07 00:17:54 +0000 2017
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,3804,23312,"[0, 108]",Thu Jul 06 15:58:11 +0000 2017
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,4748,27563,"[0, 114]",Thu Jul 06 00:46:41 +0000 2017
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,5908,27202,"[0, 136]",Wed Jul 05 15:48:34 +0000 2017
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,11237,43753,"[0, 114]",Tue Jul 04 16:01:23 +0000 2017
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",4801,28571,"[0, 133]",Tue Jul 04 01:18:17 +0000 2017
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,3294,23678,"[0, 67]",Mon Jul 03 16:04:48 +0000 2017
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10357,49288,"[0, 115]",Mon Jul 03 00:11:11 +0000 2017
881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,7,124,"[13, 91]",Sun Jul 02 21:58:53 +0000 2017
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",15479,48147,"[0, 130]",Sun Jul 02 15:32:16 +0000 2017
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,5030,22518,"[0, 138]",Sat Jul 01 21:49:04 +0000 2017
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2702,16611,"[0, 72]",Fri Jun 30 23:47:07 +0000 2017
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3713,20716,"[0, 137]",Fri Jun 30 19:35:32 +0000 2017
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,6091,27792,"[0, 114]",Thu Jun 29 16:39:47 +0000 2017
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,4092,26324,"[0, 108]",Thu Jun 29 00:27:25 +0000 2017
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,4210,26920,"[0, 129]",Wed Jun 28 16:09:20 +0000 2017
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3393,21773,"[0, 91]",Wed Jun 28 00:42:13 +0000 2017
879674319642796034,@RealKentMurphy 14/10 confirmed,10,302,"[16, 31]",Tue Jun 27 12:14:36 +0000 2017
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,3086,22837,"[0, 90]",Tue Jun 27 00:10:17 +0000 2017
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,43010,103108,"[0, 82]",Mon Jun 26 19:07:24 +0000 2017
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,3021,16376,"[0, 125]",Mon Jun 26 16:31:08 +0000 2017
879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,6612,0,"[0, 140]",Mon Jun 26 00:13:58 +0000 2017
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,4567,21964,"[0, 132]",Sun Jun 25 18:56:45 +0000 2017
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2615,18513,"[0, 94]",Sun Jun 25 16:07:47 +0000 2017
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,4007,18929,"[0, 126]",Sun Jun 25 00:45:22 +0000 2017
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,6991,29455,"[0, 45]",Sat Jun 24 13:24:20 +0000 2017
878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",1249,0,"[0, 140]",Sat Jun 24 00:09:53 +0000 2017
878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,6460,0,"[0, 140]",Fri Jun 23 18:17:33 +0000 2017
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1249,7546,"[0, 140]",Fri Jun 23 16:00:04 +0000 2017
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,6612,40987,"[0, 115]",Fri Jun 23 01:10:23 +0000 2017
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,18547,77712,"[0, 93]",Thu Jun 22 03:54:17 +0000 2017
877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,78,0,"[0, 122]",Wed Jun 21 19:36:23 +0000 2017
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3695,22163,"[0, 139]",Wed Jun 21 15:58:08 +0000 2017
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",5050,26729,"[0, 137]",Wed Jun 21 00:06:44 +0000 2017
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,5431,26465,"[0, 128]",Tue Jun 20 16:29:50 +0000 2017
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,3248,20179,"[0, 125]",Mon Jun 19 16:24:33 +0000 2017
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,4514,22969,"[0, 117]",Sun Jun 18 20:30:39 +0000 2017
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2326,18307,"[0, 127]",Sun Jun 18 16:57:37 +0000 2017
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",4557,27265,"[0, 140]",Sat Jun 17 16:52:05 +0000 2017
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",4176,24583,"[0, 125]",Fri Jun 16 16:11:53 +0000 2017
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,4812,21415,"[0, 133]",Thu Jun 15 00:13:52 +0000 2017
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,5897,26750,"[0, 96]",Wed Jun 14 21:06:43 +0000 2017
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,4604,24880,"[0, 115]",Wed Jun 14 16:04:48 +0000 2017
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,4530,27173,"[0, 92]",Tue Jun 13 17:29:20 +0000 2017
874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,14338,0,"[0, 140]",Tue Jun 13 01:14:41 +0000 2017
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,4012,25455,"[0, 114]",Mon Jun 12 16:06:11 +0000 2017
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",3857,22184,"[0, 129]",Mon Jun 12 00:15:36 +0000 2017
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10160,33746,"[0, 139]",Sun Jun 11 21:18:31 +0000 2017
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",3846,23666,"[0, 135]",Sat Jun 10 16:39:04 +0000 2017
873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",1549,0,"[0, 140]",Sat Jun 10 00:35:19 +0000 2017
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",1549,7074,"[0, 140]",Fri Jun 09 16:22:42 +0000 2017
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,5288,26726,"[0, 132]",Fri Jun 09 00:02:31 +0000 2017
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",3620,14413,"[0, 140]",Thu Jun 08 14:20:41 +0000 2017
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,3616,20339,"[0, 116]",Thu Jun 08 01:06:27 +0000 2017
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,8834,39833,"[0, 133]",Wed Jun 07 16:14:40 +0000 2017
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,7970,33665,"[0, 126]",Tue Jun 06 16:07:15 +0000 2017
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,10931,37139,"[0, 136]",Tue Jun 06 00:01:46 +0000 2017
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,3415,19860,"[0, 134]",Mon Jun 05 16:15:56 +0000 2017
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,3395,19794,"[0, 140]",Sun Jun 04 23:56:03 +0000 2017
871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,5593,0,"[0, 140]",Sun Jun 04 00:46:17 +0000 2017
871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,5412,20536,"[0, 25]",Sat Jun 03 20:33:19 +0000 2017
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",3753,22255,"[0, 136]",Sat Jun 03 15:55:36 +0000 2017
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,6102,33002,"[0, 136]",Sat Jun 03 00:48:22 +0000 2017
870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,3,117,"[30, 60]",Fri Jun 02 19:38:25 +0000 2017
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2599,12178,"[0, 138]",Fri Jun 02 15:00:16 +0000 2017
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,25835,81288,"[0, 139]",Thu Jun 01 20:18:38 +0000 2017
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",4093,21473,"[0, 125]",Thu Jun 01 16:00:09 +0000 2017
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,8222,35992,"[0, 140]",Wed May 31 23:43:25 +0000 2017
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",9899,41727,"[0, 110]",Wed May 31 04:27:59 +0000 2017
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,6259,27778,"[0, 139]",Tue May 30 23:51:58 +0000 2017
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,3101,15735,"[0, 139]",Tue May 30 16:49:31 +0000 2017
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,3750,20153,"[0, 127]",Mon May 29 16:24:37 +0000 2017
868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14307,64581,"[0, 98]",Sun May 28 17:23:24 +0000 2017
868639477480148993,"RT @dog_rates: Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://…",2068,0,"[0, 140]",Sun May 28 01:26:04 +0000 2017
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,5240,26355,"[0, 102]",Sun May 28 00:18:35 +0000 2017
868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",2068,9982,"[0, 139]",Sat May 27 19:39:34 +0000 2017
867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",4136,23861,"[0, 127]",Fri May 26 00:29:37 +0000 2017
867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,7275,33528,"[0, 61]",Thu May 25 16:10:44 +0000 2017
867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2477,15917,"[0, 133]",Wed May 24 16:44:18 +0000 2017
867072653475098625,RT @rachaeleasler: these @dog_rates hats are 13/10 bean approved https://t.co/nRCdq4g9gG,119,0,"[0, 88]",Tue May 23 17:40:04 +0000 2017
867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",7796,31849,"[0, 132]",Tue May 23 16:16:06 +0000 2017
866720684873056260,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,4774,19833,"[0, 50]",Mon May 22 18:21:28 +0000 2017
866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,3453,19060,"[0, 134]",Mon May 22 16:06:55 +0000 2017
866450705531457537,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",35079,120882,"[0, 106]",Mon May 22 00:28:40 +0000 2017
866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,14338,51970,"[0, 112]",Sun May 21 16:48:45 +0000 2017
866094527597207552,"RT @dog_rates: Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK…",8315,0,"[0, 140]",Sun May 21 00:53:21 +0000 2017
